tick,entity_id,event_type,vehicle_type,vehicle_id,link_id,mode,data
9,CAR_0006,signal_wait,car,CAR_0006,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0006"", ""phase"": ""Red"", ""wait_until_tick"": 65, ""tick"": 9}"
9,CAR_0030,enter_link,car,CAR_0030,LINK_highway_bypass_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0030"", ""link_id"": ""LINK_highway_bypass_2"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 70, ""cars_in_link"": 20, ""free_speed"": 60, ""calculated_speed"": 39.64, ""travel_time"": 12.61, ""lanes"": 3, ""tick"": 9}"
14,CAR_0006,enter_link,car,CAR_0006,LINK_highway_bypass_0,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0006"", ""link_id"": ""LINK_highway_bypass_0"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 149, ""cars_in_link"": 35, ""free_speed"": 50, ""calculated_speed"": 37.48, ""travel_time"": 6.67, ""lanes"": 1, ""tick"": 14}"
14,CAR_0036,signal_wait,car,CAR_0036,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0036"", ""phase"": ""Red"", ""wait_until_tick"": 58, ""tick"": 14}"
14,CAR_0006,signal_wait,car,CAR_0006,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0006"", ""phase"": ""Red"", ""wait_until_tick"": 64, ""tick"": 14}"
14,CAR_0006,enter_link,car,CAR_0006,LINK_harbor_boulevard_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0006"", ""link_id"": ""LINK_harbor_boulevard_2"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 191, ""cars_in_link"": 17, ""free_speed"": 40, ""calculated_speed"": 25.01, ""travel_time"": 39.98, ""lanes"": 2, ""tick"": 14}"
14,CAR_0036,enter_link,car,CAR_0036,LINK_industrial_zone_rd_0,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0036"", ""link_id"": ""LINK_industrial_zone_rd_0"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 173, ""cars_in_link"": 29, ""free_speed"": 50, ""calculated_speed"": 35.99, ""travel_time"": 6.95, ""lanes"": 2, ""tick"": 14}"
14,CAR_0009,journey_started,car,CAR_0009,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""origin"": ""NODE_00092"", ""destination"": ""NODE_00043"", ""route_cost"": 4039.43, ""route_length"": 21, ""tick"": 14}"
14,CAR_0009,enter_link,car,CAR_0009,LINK_shopping_district_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""link_id"": ""LINK_shopping_district_3"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 126, ""cars_in_link"": 37, ""free_speed"": 50, ""calculated_speed"": 34.82, ""travel_time"": 28.72, ""lanes"": 3, ""tick"": 14}"
14,CAR_0009,signal_wait,car,CAR_0009,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""phase"": ""Red"", ""wait_until_tick"": 55, ""tick"": 14}"
14,CAR_0013,journey_started,car,CAR_0013,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""origin"": ""NODE_00003"", ""destination"": ""NODE_00057"", ""route_cost"": 1637.09, ""route_length"": 9, ""tick"": 14}"
14,CAR_0006,enter_link,car,CAR_0006,LINK_river_crossing_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0006"", ""link_id"": ""LINK_river_crossing_4"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 113, ""cars_in_link"": 17, ""free_speed"": 80, ""calculated_speed"": 47.69, ""travel_time"": 20.97, ""lanes"": 3, ""tick"": 14}"
14,CAR_0009,enter_link,car,CAR_0009,LINK_shopping_district_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""link_id"": ""LINK_shopping_district_3"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 185, ""cars_in_link"": 14, ""free_speed"": 50, ""calculated_speed"": 26.27, ""travel_time"": 19.03, ""lanes"": 2, ""tick"": 14}"
14,CAR_0009,enter_link,car,CAR_0009,LINK_central_park_way_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""link_id"": ""LINK_central_park_way_4"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 90, ""cars_in_link"": 26, ""free_speed"": 40, ""calculated_speed"": 39.29, ""travel_time"": 12.73, ""lanes"": 4, ""tick"": 14}"
14,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 70, ""tick"": 14}"
14,CAR_0013,enter_link,car,CAR_0013,LINK_suburban_loop_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_suburban_loop_4"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 125, ""cars_in_link"": 36, ""free_speed"": 40, ""calculated_speed"": 34.73, ""travel_time"": 14.4, ""lanes"": 2, ""tick"": 14}"
14,CAR_0013,enter_link,car,CAR_0013,LINK_suburban_loop_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_suburban_loop_3"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 70, ""cars_in_link"": 33, ""free_speed"": 50, ""calculated_speed"": 44.05, ""travel_time"": 45.41, ""lanes"": 4, ""tick"": 14}"
19,CAR_0004,journey_started,car,CAR_0004,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0004"", ""origin"": ""NODE_00071"", ""destination"": ""NODE_00065"", ""route_cost"": 1090.57, ""route_length"": 22, ""tick"": 19}"
19,CAR_0004,enter_link,car,CAR_0004,LINK_central_park_way_1,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0004"", ""link_id"": ""LINK_central_park_way_1"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 164, ""cars_in_link"": 3, ""free_speed"": 40, ""calculated_speed"": 37.98, ""travel_time"": 52.66, ""lanes"": 4, ""tick"": 19}"
19,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 26, ""tick"": 19}"
19,CAR_0013,enter_link,car,CAR_0013,LINK_central_park_way_0,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_central_park_way_0"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 154, ""cars_in_link"": 11, ""free_speed"": 80, ""calculated_speed"": 41.27, ""travel_time"": 6.06, ""lanes"": 2, ""tick"": 19}"
19,CAR_0004,enter_link,car,CAR_0004,LINK_industrial_zone_rd_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0004"", ""link_id"": ""LINK_industrial_zone_rd_2"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 188, ""cars_in_link"": 8, ""free_speed"": 40, ""calculated_speed"": 33.65, ""travel_time"": 59.43, ""lanes"": 3, ""tick"": 19}"
19,CAR_0004,enter_link,car,CAR_0004,LINK_river_crossing_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0004"", ""link_id"": ""LINK_river_crossing_4"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 126, ""cars_in_link"": 29, ""free_speed"": 40, ""calculated_speed"": 35.12, ""travel_time"": 14.24, ""lanes"": 4, ""tick"": 19}"
19,CAR_0013,enter_link,car,CAR_0013,LINK_harbor_boulevard_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_harbor_boulevard_2"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 78, ""cars_in_link"": 2, ""free_speed"": 60, ""calculated_speed"": 35.65, ""travel_time"": 14.02, ""lanes"": 4, ""tick"": 19}"
19,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 28, ""tick"": 19}"
19,CAR_0013,enter_link,car,CAR_0013,LINK_market_street_1,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_market_street_1"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 132, ""cars_in_link"": 15, ""free_speed"": 60, ""calculated_speed"": 47.32, ""travel_time"": 10.57, ""lanes"": 3, ""tick"": 19}"
19,CAR_0013,enter_link,car,CAR_0013,LINK_highway_bypass_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_highway_bypass_2"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 147, ""cars_in_link"": 50, ""free_speed"": 40, ""calculated_speed"": 39.45, ""travel_time"": 50.7, ""lanes"": 3, ""tick"": 19}"
19,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 50, ""tick"": 19}"
19,CAR_0013,enter_micro_link,car,CAR_0013,LINK_shopping_district_1,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_shopping_district_1"", ""mode"": ""MICRO"", ""link_length"": 250, ""link_capacity"": 80, ""cars_in_link"": 47, ""free_speed"": 50, ""calculated_speed"": 48.43, ""travel_time"": 5.16, ""lanes"": 4, ""tick"": 19}"
19,CAR_0004,enter_link,car,CAR_0004,LINK_uptown_avenue_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0004"", ""link_id"": ""LINK_uptown_avenue_3"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 170, ""cars_in_link"": 48, ""free_speed"": 40, ""calculated_speed"": 36.06, ""travel_time"": 55.47, ""lanes"": 3, ""tick"": 19}"
19,CAR_0004,enter_link,car,CAR_0004,LINK_industrial_zone_rd_1,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0004"", ""link_id"": ""LINK_industrial_zone_rd_1"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 199, ""cars_in_link"": 37, ""free_speed"": 40, ""calculated_speed"": 25.22, ""travel_time"": 19.83, ""lanes"": 4, ""tick"": 19}"
19,CAR_0004,enter_link,car,CAR_0004,LINK_river_crossing_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0004"", ""link_id"": ""LINK_river_crossing_3"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 136, ""cars_in_link"": 16, ""free_speed"": 80, ""calculated_speed"": 62.03, ""travel_time"": 8.06, ""lanes"": 4, ""tick"": 19}"
19,CAR_0013,enter_link,car,CAR_0013,LINK_harbor_boulevard_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_harbor_boulevard_3"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 109, ""cars_in_link"": 4, ""free_speed"": 40, ""calculated_speed"": 21.95, ""travel_time"": 45.55, ""lanes"": 3, ""tick"": 19}"
19,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 33, ""tick"": 19}"
19,CAR_0013,enter_link,car,CAR_0013,LINK_market_street_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_market_street_2"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 140, ""cars_in_link"": 35, ""free_speed"": 40, ""calculated_speed"": 20.53, ""travel_time"": 97.44, ""lanes"": 1, ""tick"": 19}"
19,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 51, ""tick"": 19}"
19,CAR_0013,enter_link,car,CAR_0013,LINK_industrial_zone_rd_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_industrial_zone_rd_4"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 151, ""cars_in_link"": 20, ""free_speed"": 80, ""calculated_speed"": 52.57, ""travel_time"": 9.51, ""lanes"": 3, ""tick"": 19}"
19,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 60, ""tick"": 19}"
23,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 71, ""tick"": 23}"
23,CAR_0013,enter_link,car,CAR_0013,LINK_harbor_boulevard_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_harbor_boulevard_4"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 68, ""cars_in_link"": 28, ""free_speed"": 80, ""calculated_speed"": 71.56, ""travel_time"": 6.99, ""lanes"": 4, ""tick"": 23}"
23,CAR_0013,enter_link,car,CAR_0013,LINK_harbor_boulevard_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_harbor_boulevard_2"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 152, ""cars_in_link"": 48, ""free_speed"": 40, ""calculated_speed"": 31.26, ""travel_time"": 15.99, ""lanes"": 3, ""tick"": 23}"
23,CAR_0013,enter_link,car,CAR_0013,LINK_harbor_boulevard_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_harbor_boulevard_3"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 168, ""cars_in_link"": 49, ""free_speed"": 80, ""calculated_speed"": 54.96, ""travel_time"": 9.1, ""lanes"": 2, ""tick"": 23}"
23,CAR_0002,journey_started,car,CAR_0002,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0002"", ""origin"": ""NODE_00044"", ""destination"": ""NODE_00083"", ""route_cost"": 635.88, ""route_length"": 30, ""tick"": 23}"
28,CAR_0028,journey_started,car,CAR_0028,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0028"", ""origin"": ""NODE_00015"", ""destination"": ""NODE_00059"", ""route_cost"": 3100.25, ""route_length"": 6, ""tick"": 28}"
28,CAR_0028,signal_wait,car,CAR_0028,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0028"", ""phase"": ""Red"", ""wait_until_tick"": 49, ""tick"": 28}"
28,CAR_0028,signal_wait,car,CAR_0028,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0028"", ""phase"": ""Red"", ""wait_until_tick"": 65, ""tick"": 28}"
28,CAR_0016,journey_started,car,CAR_0016,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0016"", ""origin"": ""NODE_00006"", ""destination"": ""NODE_00061"", ""route_cost"": 1883.48, ""route_length"": 9, ""tick"": 28}"
28,CAR_0013,journey_started,car,CAR_0013,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""origin"": ""NODE_00083"", ""destination"": ""NODE_00057"", ""route_cost"": 4065.56, ""route_length"": 7, ""tick"": 28}"
30,CAR_0013,enter_micro_link,car,CAR_0013,LINK_downtown_main_st_5,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_downtown_main_st_5"", ""mode"": ""MICRO"", ""link_length"": 1000, ""link_capacity"": 174, ""cars_in_link"": 22, ""free_speed"": 80, ""calculated_speed"": 61.78, ""travel_time"": 16.19, ""lanes"": 3, ""tick"": 30}"
30,CAR_0013,enter_link,car,CAR_0013,LINK_industrial_zone_rd_1,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_industrial_zone_rd_1"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 94, ""cars_in_link"": 11, ""free_speed"": 60, ""calculated_speed"": 58.06, ""travel_time"": 34.45, ""lanes"": 2, ""tick"": 30}"
30,CAR_0013,enter_link,car,CAR_0013,LINK_highway_bypass_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_highway_bypass_3"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 194, ""cars_in_link"": 9, ""free_speed"": 60, ""calculated_speed"": 58.43, ""travel_time"": 4.28, ""lanes"": 2, ""tick"": 30}"
30,CAR_0013,enter_link,car,CAR_0013,LINK_market_street_0,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_market_street_0"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 132, ""cars_in_link"": 3, ""free_speed"": 50, ""calculated_speed"": 47.97, ""travel_time"": 20.85, ""lanes"": 1, ""tick"": 30}"
30,CAR_0013,enter_link,car,CAR_0013,LINK_market_street_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_market_street_3"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 76, ""cars_in_link"": 31, ""free_speed"": 50, ""calculated_speed"": 40.99, ""travel_time"": 24.4, ""lanes"": 2, ""tick"": 30}"
30,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 59, ""tick"": 30}"
30,CAR_0019,journey_started,car,CAR_0019,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0019"", ""origin"": ""NODE_00085"", ""destination"": ""NODE_00081"", ""route_cost"": 3041.06, ""route_length"": 11, ""tick"": 30}"
30,CAR_0019,signal_wait,car,CAR_0019,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0019"", ""phase"": ""Red"", ""wait_until_tick"": 77, ""tick"": 30}"
